id,company,sentiment_range,title,setiment_label,setiment_score,sentiment_NB
559,Barclays,0.267,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",pos,1,13.0
560,BP,-0.8300000000000001,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,neg,0,2.0
561,Omnis Pharmaceuticals,0.295,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,pos,1,13.0
562,London Stock Exchange Group,-0.2,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,neg,0,8.0
563,Morrisons,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",pos,1,15.0
564,Compass Group,0.634,Compass Group says positive for year ahead,pos,1,16.0
565,Pearson,0.238,Pearson expects to return to growth this year,pos,1,12.0
566,Rolls-Royce,0.777,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,pos,1,18.0
567,Unilever,0.073,Unilever head's resignation sparks spinoff talk,pos,1,11.0
568,AstraZeneca,0.447,AstraZeneca wins US approval for longer use of blood thinner,pos,1,14.0
569,BAE Systems,-0.631,BAE Systems cuts earnings target for 2015 and 370 jobs,neg,0,4.0
570,Debenhams,0.5730000000000001,Morrisons and Debenhams surprise City with Christmas bounce back,pos,1,16.0
571,Whitbread,-0.122,Whitbread to hike prices to offset 'substantial' national living wage bill,neg,0,9.0
572,Julius Baer,0.31,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",pos,1,13.0
573,Hastings Group,0.302,CompaniesCar insurer Hastings Group driving Â£180m IPO,pos,1,13.0
574,GlaxoSmithKline,0.0,GlaxoSmithKline starts hunt for successor to CEO Witty,neg,0,10.0
575,National Grid,0.727,National Grid's pretax profit rises 15 percent,pos,1,17.0
576,Dixons Carphone,0.32899999999999996,"Britain's FTSE steadies, supported by Dixons Carphone",pos,1,13.0
577,CRH,0.163,CRH's concrete bid for Holcim Lafarge assets,pos,1,12.0
578,Morrisons,-0.16899999999999998,UK's Morrisons in talks to sell convenience stores - source,neg,0,8.0
579,HSBC,0.057999999999999996,"HSBC keeps headquarters in London, rejects move to Hong Kong",pos,1,11.0
580,Standard Life,-0.099,Shell share price: Standard Life announce position against BG acquisition,neg,0,9.0
581,SABMiller,0.392,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",pos,1,14.0
582,Barclays,-0.15,Secretive Barclays deal involved Qatari clients,neg,0,8.0
583,British American Tobacco plc,-0.34600000000000003,British American Tobacco first-half sales hurt by currency moves,neg,0,7.0
584,BHP Billiton,-0.736,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",neg,0,3.0
585,Tullow Oil,-0.48,Tullow Oil eyes lower earnings as output falls,neg,0,5.0
586,Shell,-0.508,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",neg,0,5.0
587,BG Group,0.252,BG Group ships first LNG From Queensland Curtis,pos,1,13.0
588,Aberdeen Asset Management,-0.34500000000000003,Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value,neg,0,7.0
589,Goldman Sachs,-0.311,"MarketsUBS, Goldman Sachs cut metals forecasts",neg,0,7.0
590,Kingfisher,-0.313,CompaniesKingfisher bid for Mr Bricolage runs into trouble,neg,0,7.0
591,Lloyds Banking Group PLC,-0.24,CompaniesUK government lines up Â£2bn Lloyds retail share sale,neg,0,8.0
592,ZS Pharma,0.46799999999999997,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",pos,1,15.0
593,Auto Trader,0.6409999999999999,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,pos,1,16.0
594,Standard Chartered PLC,-0.243,Standard Chartered Will Close Equity Sales and Research Business,neg,0,8.0
595,National Grid,0.136,CompaniesNational Grid lines up sale of gas business,pos,1,11.0
596,BHP Billiton,0.462,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,pos,1,15.0
597,M&G Investments,-0.778,Prudential knocked after investors withdraw Â£3.9bn from M&G,neg,0,2.0
598,Shell,-0.264,US walrus protections hit Shell's Arctic drilling plan,neg,0,7.0
599,Severn Trent,0.119,Severn Trent Profit Offsets Interest Rate Swap Losses,pos,1,11.0
600,Tullow Oil,-0.27399999999999997,CompaniesTullow says gas exports at key field disrupted,neg,0,7.0
601,AstraZeneca,0.259,"AstraZeneca bags another cancer drug deal, this time with Inovio",pos,1,13.0
602,Asda,-0.35600000000000004,"Tesco, Asda sales fall as march of the discounters continues-Kantar",neg,0,6.0
603,Standard Life,0.026,"We'd support HSBC leaving London, says Standard Life",pos,1,10.0
604,Severn Trent,0.472,Severn Trent profit up as customer complaints fall,pos,1,15.0
605,SABMiller,-0.5820000000000001,US dollar wipes out sales gains for SABMiller,neg,0,4.0
606,AstraZeneca,0.205,"AstraZeneca digs into precision medicine with lung, heart deals",pos,1,12.0
607,Lloyds Banking Group,0.28700000000000003,Lloyds Banking Group to cut 640 jobs and close 23 branches,pos,1,13.0
608,London Stock Exchange Group,0.726,London Stock Exchange Group's quarterly revenue rises 12 percent,pos,1,17.0
609,Barclays,-0.713,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,neg,0,3.0
610,Dixons Carphone,0.5690000000000001,Dixons Carphone Profit Beats Forecast in First Year Since Merger,pos,1,16.0
611,HSBC,0.037000000000000005,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel,pos,1,10.0
612,Associated British Foods,-0.466,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business",neg,0,5.0
613,Schroders,-0.555,Former Schroders trader sentenced to 2 years in prison,neg,0,4.0
614,Novartis,0.264,GSK and Novartis complete deals to reshape both drugmakers,pos,1,13.0
615,Barclays,0.0,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,neg,0,10.0
616,BHP Billiton,-0.28500000000000003,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,neg,0,7.0
617,Associated British Foods,0.119,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",pos,1,11.0
618,Barclays,-0.7709999999999999,Barclays hit with record fine as six banks settle forex scandal,neg,0,2.0
619,Barclays,-0.604,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,neg,0,4.0
2,Cuadrilla,-0.416,Cuadrilla files to delay application to frack in Lancashire,neg,0,6.0
621,GlaxoSmithKline,0.578,GlaxoSmithKline hails progress with lung disease treatment,pos,1,16.0
622,Morrisons,0.177,Morrisons escapes FTSE relegation,pos,1,12.0
623,ITV,0.19699999999999998,ITV Acquires 'Poldark' Production Company Mammoth Screen,pos,1,12.0
624,Jefferies,0.1,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,pos,1,11.0
625,Tesco,-0.552,Tesco Sales Deteriorate Ahead of Crucial Christmas Period,neg,0,4.0
626,Barclays,-0.8959999999999999,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",neg,0,1.0
627,TalkTalk,0.136,Tesco sells Blinkbox and broadband service to TalkTalk,pos,1,11.0
628,Hammerson,0.381,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",pos,1,14.0
629,Wells Fargo,0.43200000000000005,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,pos,1,14.0
630,Travis Perkins,0.769,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,pos,1,18.0
631,GSK,0.402,GSK reveals strong trial results for shingles drug,pos,1,14.0
632,T-Mobile,-0.6980000000000001,Experian says receives class actions related to T-Mobile breach,neg,0,3.0
633,Shell,-0.386,Shell shells out over Nigeria oil spill,neg,0,6.0
634,Tesco,-0.311,Tesco to pay $12 million to settle US lawsuit,neg,0,7.0
635,HSBC,0.513,"FTSE 100 moves lower, but HSBC outperforms",pos,1,15.0
636,Meggitt,-0.8540000000000001,Meggitt share price tumbles as profit falls in 'challenging year',neg,0,1.0
637,BG Group,0.267,BG Group Still Happy With Shell's $70 Billion Offer,pos,1,13.0
638,SABMiller,-0.158,AB InBev attacks SABMiller bid rebuffal,neg,0,8.0
639,Aberdeen Asset Management,0.337,Aberdeen to raise 100 mln stg to seed new funds,pos,1,13.0
640,Tesco PLC,-0.41,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,neg,0,6.0
641,Kraft Heinz,0.413,The Latest: Buffett says cuts will pay off at Kraft Heinz,pos,1,14.0
642,Glencore,0.408,Glencore Studies Possible IPO for Agricultural Trading Business,pos,1,14.0
643,OCBC,0.257,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",pos,1,13.0
644,Royal Dutch Shell,-0.426,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,neg,0,6.0
645,Barclays,0.0,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1",neg,0,10.0
646,Aviva plc,0.107,Insight hires Aviva's David Hillier for multi-asset team,pos,1,11.0
647,Morrisons,-0.35000000000000003,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...,neg,0,6.0
648,Royal Mail,-0.607,Government to sell off remaining 14% stake in Royal Mail,neg,0,4.0
649,United Utilities,-0.41700000000000004,United Utilities' full-year underlying operating profit falls 9 percent,neg,0,6.0
650,Tesco PLC,-0.326,Tesco to close remaining Homeplus stores in UK,neg,0,7.0
651,Gen Re,-0.07200000000000001,CEO of Berkshire's Gen Re to retire; Jain's role grows,neg,0,9.0
652,NPS,0.193,Morning Agenda: Shire's Deal for NPS,pos,1,12.0
653,WPP,0.251,WPP boosts sales despite cautious clients,pos,1,13.0
654,Glencore,0.62,"Britain's FTSE rises, led up by Glencore surge",pos,1,16.0
655,SABMiller,0.295,Brewer AB InBev seeks $275 bln tie-up with SABMiller,pos,1,13.0
656,ITV,0.08,Tesco shareholders back ITV head for chairman,pos,1,11.0
657,Kingfisher,-0.261,Kingfisher takeover of Mr Bricolage could hit a brick wall,neg,0,7.0
658,Old Mutual,0.6890000000000001,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,pos,1,17.0
659,Prudential,0.43,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",pos,1,14.0
660,BG Group,0.30000000000000004,Shell challenges Exxon dominance with 47 billion-pound bid for BG,pos,1,13.0
661,RSA Insurance,0.021,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,pos,1,10.0
662,GlaxoSmithKline,-0.22399999999999998,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",neg,0,8.0
663,London Stock Exchange Group,0.32799999999999996,ICE Said to Start Lining Up Financing for LSE Bidding War,pos,1,13.0
664,Standard Chartered PLC,0.465,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",pos,1,15.0
665,Lloyds Banking Group PLC,0.177,Lloyds sells Irish loan portfolio for Â£827m,pos,1,12.0
666,Lufthansa,-0.22699999999999998,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,neg,0,8.0
667,SABMiller,0.236,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,pos,1,12.0
668,BHP Billiton,-0.43,BHP's iron ore outlook holds little cheer for small miners,neg,0,6.0
669,Shire,-0.18600000000000003,Shire share price under pressure after $32bn Baxalta deal,neg,0,8.0
670,Pearson,0.119,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,pos,1,11.0
671,OneMain,0.28300000000000003,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,pos,1,13.0
672,BP,-0.514,"Five years after BP oil spill, some Gulf oystermen are losing hope",neg,0,5.0
673,Walmart,0.03,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,pos,1,10.0
674,GlaxoSmithKline,0.35000000000000003,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins",pos,1,14.0
675,Standard Chartered PLC,0.008,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,pos,1,10.0
676,Novartis,0.18899999999999997,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,pos,1,12.0
677,Tesco PLC,-0.23,Tesco's Sales Pickup Isn't Enough,neg,0,8.0
678,Royal Bank of Scotland Group plc,-0.33299999999999996,RBS chairman admits surprise at size of regulatory penalties,neg,0,7.0
679,Persimmon,0.6890000000000001,Persimmon sells 17% more houses in 2014,pos,1,17.0
680,Holcim Lafarge,0.28200000000000003,CRH's concrete bid for Holcim Lafarge assets,pos,1,13.0
681,ITV,0.537,ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action,pos,1,15.0
682,RBS,-0.433,McEwan will be nursing RBS through more struggles yet,neg,0,6.0
683,ARM Holdings plc,0.49700000000000005,Arm profits and sales up as shift away from mobile gains pace,pos,1,15.0
684,Teva,0.58,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,pos,1,16.0
685,Land Securities,-0.138,Land Securities warns of rent rises,neg,0,9.0
686,Glencore,0.363,Glencore shares hit 3-month high after refinancing key credit line,pos,1,14.0
687,Royal Bank of Scotland Group plc,-0.8079999999999999,RBS becomes a shadow of its former self,neg,0,2.0
688,Sainsbury's,0.35700000000000004,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,pos,1,14.0
689,Barclays,0.261,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,pos,1,13.0
690,Pearson,0.446,UPDATE 1-Pearson expects to grow this year after solid end to 2014,pos,1,14.0
691,AstraZeneca,0.583,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,pos,1,16.0
692,Friends Life,0.44299999999999995,Market Report: Aviva tops the market as traders approve of its choice of Friends,pos,1,14.0
693,Admiral Group plc,0.7010000000000001,Admiral and Schroders lift FTSE with profits surge,pos,1,17.0
694,Tesco PLC,0.295,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,pos,1,13.0
695,CRH,0.43200000000000005,UK's FTSE hits new record highs as CRH climbs,pos,1,14.0
696,GlaxoSmithKline,0.292,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,pos,1,13.0
697,Shell,-0.134,Shell share price: Standard Life announce position against BG acquisition,neg,0,9.0
698,Bank BPH,0.213,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,pos,1,12.0
699,Tullow Oil,0.544,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",pos,1,15.0
700,Barclays,-0.625,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,neg,0,4.0
701,BP,0.18,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",pos,1,12.0
702,Sainsbury's,-0.158,Can Christmas Save Sainsbury's plc And Tesco plc?,neg,0,8.0
703,HSBC,-0.434,HSBC Says Unit to Book $585 Million Charge on Settlement,neg,0,6.0
704,Dixons Carphone,0.522,FTSE boosted by Dixons Carphone with Fed in focus,pos,1,15.0
705,Standard Life,0.552,Standard Life impresses as fee-based products offset annuities slump,pos,1,16.0
706,Home Retail Group,0.135,CompaniesHome Retail trims gains but is considered 'in play',pos,1,11.0
707,Intertek Group,0.046,Intertek Group announces strategic update outlining its plan,pos,1,10.0
708,Valeant Pharmaceuticals International,-0.381,Valeant CEO Pledges to Heed Critics After `Painful' Experience,neg,0,6.0
709,Hammerson,0.275,Industry NewsHammerson joint venture buys Dublin loan portfolio,pos,1,13.0
710,Sanofi,0.233,AstraZeneca sells Caprelsa rights to Sanofi unit,pos,1,12.0
711,BP,-0.32,Greenpeace Protest of BP Forces British Museum to Close,neg,0,7.0
712,L&G,0.23199999999999998,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal",pos,1,12.0
713,SABMiller,0.429,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,pos,1,14.0
714,Standard Chartered PLC,-0.147,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",neg,0,9.0
3,Royal Mail,-0.374,Royal Mail chairman Donald Brydon set to step down,neg,0,6.0
716,AstraZeneca,0.242,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,pos,1,12.0
717,Prudential,-0.293,Prudential shares halted in Hong Kong pending announcement,neg,0,7.0
718,AB InBev,0.364,"CompaniesPound to boost ABF for now, but mixed impact ahead",pos,1,14.0
719,Statoil,0.294,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",pos,1,13.0
720,Acerta,0.7759999999999999,AstraZeneca chases Acerta to secure next cancer drug winner,pos,1,18.0
721,AstraZeneca,0.14300000000000002,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",pos,1,11.0
722,Barclays,0.395,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,pos,1,14.0
723,BBCN Bancorp,0.493,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,pos,1,15.0
724,BP,-0.639,Payout from BP oil spill settlement tops $5 billion,neg,0,4.0
725,Towergate,0.002,RSA Insurance Hires Towergate's Egan as Chief Financial Officer,pos,1,10.0
726,Apple,0.46,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",pos,1,15.0
727,Glencore,0.8140000000000001,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,pos,1,18.0
728,BHP Billiton,-0.604,BHP Billiton drags FTSE lower after slashing dividend,neg,0,4.0
729,Glencore,0.037000000000000005,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,pos,1,10.0
730,Unilever,0.28700000000000003,Unilever returns to Cuba in joint venture with state,pos,1,13.0
731,Glencore,0.152,Deals Help Shrink Glencore's Mountain of Debt,pos,1,12.0
732,Sainsbury's,0.456,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",pos,1,15.0
733,Lloyds,-0.537,British taxpayers' stake in Lloyds falls below 22 percent,neg,0,5.0
734,Primark,-0.33799999999999997,Fears Primark growth is starting to falter,neg,0,7.0
735,CRH,0.674,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",pos,1,17.0
736,Facebook,0.25,Royal Bank of Scotland becomes Facebook customer,pos,1,12.0
737,Aberdeen Asset Management,0.022000000000000002,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,pos,1,10.0
738,Aviva plc,0.324,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",pos,1,13.0
739,Morrisons,0.619,Morrisons and Debenhams surprise City with Christmas bounce back,pos,1,16.0
740,Tesco PLC,0.402,"FTSE ends lower on weaker miners, Tesco outperforms",pos,1,14.0
741,JP Morgan Chase,-0.191,CompaniesCoutts raids JPMorgan Chase for new CEO,neg,0,8.0
742,SABMiller,0.5770000000000001,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,pos,1,16.0
743,Tesco PLC,-0.542,Tesco share price down as grocer faces SFO investigation outcome,neg,0,5.0
744,Sainsbury's,0.33399999999999996,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",pos,1,13.0
745,Domino's Pizza Group plc,0.063,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",pos,1,11.0
746,Acerta,0.317,AstraZeneca share price: Acerta deal pays off with orphan drug status,pos,1,13.0
747,Britvic,0.373,Cost savings help Robinsons maker Britvic to first-half profit,pos,1,14.0
748,Tesco PLC,0.583,CompaniesTesco sends supermarket shares to top of FTSE,pos,1,16.0
749,Diageo,0.13699999999999998,"Diageo, Heineken Exchange Emerging-Market Brewing Assets",pos,1,11.0
750,Shell,-0.4,Protesters gather in Seattle to block access to Shell oil rig,neg,0,6.0
751,Aer Lingus,0.34600000000000003,Passengers rise at EasyJet and Aer Lingus,pos,1,13.0
752,Intertek Group,0.66,Intertek profit up 16.1%; expects to meet forecast,pos,1,17.0
753,Chevron,-0.401,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",neg,0,6.0
754,Tesco PLC,0.183,Tesco's boss knows which side his bread is buttered,pos,1,12.0
755,Barclays,-0.34,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,neg,0,7.0
756,GSK,0.09300000000000001,GSK hopes big clinical trial can breath new life into lung drug,pos,1,11.0
757,TUI AG,0.0,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,neg,0,10.0
758,Standard Chartered PLC,-0.301,Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,neg,0,7.0
759,Travis Perkins,-0.08800000000000001,Industry NewsStrong results at Travis Perkins marred by plumbing impairment,neg,0,9.0
760,Rio Tinto,0.30000000000000004,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,pos,1,13.0
761,AstraZeneca,0.551,AstraZeneca to Buy ZS Pharma for $2.7 Billion,pos,1,16.0
762,Aviva plc,0.107,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact",pos,1,11.0
763,Royal Bank of Scotland Group plc,-0.28500000000000003,Reluctant shareholder George Osborne loses patience with RBS,neg,0,7.0
764,Cuadrilla,-0.114,Cuadrilla and protesters await Lancashire fracking decision,neg,0,9.0
765,SABMiller,-0.428,Currency causes full-year headaches for SABMiller,neg,0,6.0
766,EasyJet,0.456,Beach holiday demand helps lift clouds for easyJet,pos,1,15.0
767,ARM Holdings plc,0.273,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,pos,1,13.0
768,Deutsche Boerse,-0.281,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,neg,0,7.0
769,Standard Chartered,-0.499,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",neg,0,5.0
770,BT Group,0.5640000000000001,BT Group's third quarter revenues rise as restructure unveiled,pos,1,16.0
771,SSE,0.253,SSE share price: Peterhead station to supply voltage support to National Grid,pos,1,13.0
772,Standard Chartered PLC,0.025,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,pos,1,10.0
773,Berkshire Hathaway Inc.,0.314,Berkshire seeks to boost its Wells Fargo stake above 10 percent,pos,1,13.0
774,AstraZeneca,-0.6559999999999999,AstraZeneca's patent on asthma drug invalidated by US court,neg,0,3.0
775,Lloyds Banking Group PLC,-0.46799999999999997,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,neg,0,5.0
776,Royal Bank of Scotland Group plc,0.114,Goodwin not to face Scottish prosecution over RBS,pos,1,11.0
777,Barclays,-0.434,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,neg,0,6.0
778,Royal Bank of Scotland Group plc,0.066,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,pos,1,11.0
779,Glencore,0.124,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",pos,1,11.0
780,Morrisons,-0.158,Morrisons share price: Group trading director departs as management cull ...,neg,0,8.0
781,Lloyds Banking Group PLC,-0.154,Lloyds returns Â£13bn to UK taxpayer,neg,0,8.0
782,Weir Group,-0.59,Weir leads FTSE lower after oil price profits warning,neg,0,4.0
783,Lloyds Banking Group PLC,0.253,Retail focus helps to shield Lloyds from banking chill,pos,1,13.0
784,Royal Bank of Scotland Group plc,0.149,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,pos,1,11.0
785,Sports Direct,0.45899999999999996,Retailers Kingfisher and Sports Direct rise in Britain's share index,pos,1,15.0
786,Rio Tinto,0.262,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,pos,1,13.0
787,EasyJet,0.21,EasyJet attracts more passengers in June but still lags Ryanair,pos,1,12.0
788,FastJet,0.155,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",pos,1,12.0
789,Barclays,-0.8109999999999999,Barclays fined for anti-money-laundering failings,neg,0,2.0
790,Shire,0.402,CORRECTED-Shire to buy Dyax for about $5.9 bln,pos,1,14.0
791,Statoil,-0.242,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",neg,0,8.0
792,ITV,-0.42700000000000005,ITV shares dip after update,neg,0,6.0
793,Statoil,0.239,"Centrica extends gas deals with Gazprom, Statoil",pos,1,12.0
794,Glencore,0.434,Glencore shares enjoy bounce-back after Hong Kong-led surge,pos,1,14.0
795,BP,-0.261,Ruling sets lower limit on potential fine for BP,neg,0,7.0
796,Sports Direct,-0.596,Sports Direct Shares Tumble as Founder Ashley Sells Shares,neg,0,4.0
797,ExxonMobil,-0.196,Shell challenges Exxon dominance with 47 billion-pound bid for BG,neg,0,8.0
798,United Spirits,-0.272,Diageo receives reports from United Spirits on financial irregularities involving ...,neg,0,7.0
799,Experian,-0.39,Credit checker Experian reports fall in full-year profit,neg,0,6.0
800,Old Mutual,0.022000000000000002,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,pos,1,10.0
801,Barclays,-0.7240000000000001,Barclays reports 8% fall in annual profits,neg,0,3.0
802,Teva,0.476,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,pos,1,15.0
803,Rival National Grid plc,0.408,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),pos,1,14.0
804,Chipotle,-0.789,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,neg,0,2.0
805,Shell,0.193,Shell offers 50 percent premium to buy BG for $70 billion,pos,1,12.0
806,Morrisons,0.13699999999999998,Morrisons share price: Founder's son to assist CEO with turnaround,pos,1,11.0
807,GSK,0.418,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,pos,1,14.0
808,Sainsbury's,0.23399999999999999,Sainsbury sells unit to LloydsPharmacy,pos,1,12.0
809,Barclays,-0.32899999999999996,Former Barclays traders stand trial in Libor case,neg,0,7.0
810,Tesco PLC,0.7190000000000001,Tesco share price jumps as Q3 sales top estimates,pos,1,17.0
811,SABMiller,0.308,"South Africa approves SABMiller, Coke bottling deal with conditions",pos,1,13.0
812,Shire,0.34500000000000003,CompaniesActelion shares hit record on Shire takeover talk,pos,1,13.0
813,Aggreko,-0.381,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,neg,0,6.0
814,HSBC,-0.536,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",neg,0,5.0
815,Standard Chartered PLC,-0.812,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,neg,0,2.0
816,Standard Chartered PLC,-0.43799999999999994,Standard Chartered Misses Estimates in Sands's Last Results,neg,0,6.0
817,HSBC,-0.07400000000000001,"HSBC shakes up board with two new business chiefs, three departures",neg,0,9.0
818,Sky,-0.45799999999999996,Britain's FTSE slips from 2016 high as Sky falls,neg,0,5.0
819,BHP Billiton,0.31,BHP Billiton to lower copper production costs,pos,1,13.0
820,Glencore,0.27399999999999997,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,pos,1,13.0
821,Smith & Nephew,-0.6659999999999999,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,neg,0,3.0
822,Philip Morris,-0.152,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",neg,0,8.0
823,Asahi,0.207,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,pos,1,12.0
824,Berkshire Hathaway Inc.,-0.5660000000000001,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,neg,0,4.0
825,BP,-0.588,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,neg,0,4.0
826,RBI,0.89,RBI surprises Street; Sensex pares gains after hitting mount 30k,pos,1,19.0
827,Royal Mail,-0.046,"Royal Mail needs to deliver on modernisation plans, post haste",neg,0,10.0
828,Barclays,0.1,Barclays CEO poaches risk head from JP Morgan,pos,1,11.0
829,Morrisons,-0.251,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",neg,0,7.0
830,Clydesdale Bank,-0.34299999999999997,Clydesdale Bank H1 profits weighed down by PPI charge,neg,0,7.0
831,Sanofi,0.258,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,pos,1,13.0
832,Deutsche Bank,0.0,CompaniesDeutsche taps ex-StanChart executive for audit role,neg,0,10.0
